SMILES,MHFP,first_class,second_class,type,num_id,chain_type,carbon_chain_length,ring_size,functional_group,CF2,CF3,CFX,cf_length,group_id,predicted_toxicity,Uncertainty
OCc1ccc(OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[250618452 104111782  97181807 ...  16631887  43796935 151237944],Other PFASs,Aromatic PFASs,4,2791,cyclic,,6.0,Alcohol,5,1,0,6,Other PFASs_Aromatic PFASs_cyclic_NA_Alcohol_6.0_CF2_5_CF3_1_CFX_0,3.1012979,0.2504466
CCCCCCCCCC/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[178291359 104111782  97181807 ... 200578621  14046279  51400916],PFAA precursors,SFAenes,2,2792,straight,18.0,,Double bond,5,1,0,6,PFAA precursors_SFAenes_straight_18.0_Unknown_NA_CF2_5_CF3_1_CFX_0,2.525286,0.2540254
C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,[28244035 16325564 17313015 ...  3633108 43796935 27743636],Polyfluoroalkyl acids,PolyFCA derivatives,3,2793,straight,15.0,,Carboxylic Acid,5,1,0,6,Polyfluoroalkyl acids_PolyFCA derivatives_straight_15.0_Carboxylic Acid_NA_CF2_5_CF3_1_CFX_0,2.4590483,0.23112383
O=C(Br)C(F)(F)C(F)(F)C(F)(F)F,[250618452 246750865 107816900 ... 115490462  30554551 108111600],Other PFASs,others,4,2794,straight,4.0,,Halogen,2,1,0,3,Other PFASs_others_straight_4.0_Halogen_NA_CF2_2_CF3_1_CFX_0,2.0099416,0.2557881
FC(F)(F)C(F)(c1ncc[nH]1)C(F)(F)F,[136793941 263952980 112898026 ...   6375441  45320295 261466434],Other PFASs,Aromatic PFASs,4,2795,cyclic,,5.0,Aromatic,0,2,1,3,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_5.0_CF2_0_CF3_2_CFX_1,1.9134537,0.23634185
CCOC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651  14316170 ... 291378977  23638503  71007262],Polyfluoroalkyl acids,PolyFCA derivatives,3,2796,straight,11.0,,Ester,3,3,2,8,Polyfluoroalkyl acids_PolyFCA derivatives_straight_11.0_Ester_NA_CF2_3_CF3_3_CFX_2,4.0862026,0.24032919
O=C(Nc1c(Cl)cccc1Cl)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060 107816900 ...  25560912  98535143 151237944],Other PFASs,Aromatic PFASs,4,2797,cyclic,,6.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0,2.5203335,0.2508169
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CO1,[ 95360230 104111782  97181807 ...  15901378 281920279  90587262],"Other PFASs, cyclic","others, cyclic",4,2798,cyclic,,3.0,Ether,7,1,0,8,"Other PFASs, cyclic_others, cyclic_cyclic_NA_Ether_3.0_CF2_7_CF3_1_CFX_0",4.2074594,0.263161
Oc1cccc(CCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1O,[ 54297102  36123943  97181807 ...  16631887 126956967 118149822],Other PFASs,Aromatic PFASs,4,2799,cyclic,,6.0,Aromatic,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_3_CF3_1_CFX_0,3.4690664,0.2579901
O=C(Nc1ccccc1)Nc1ccccc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 48220070 104111782  41603599 ... 101031220 107767783  29516144],Other PFASs,Aromatic PFASs,4,2800,cyclic,,6.0,Amine,5,1,0,6,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_5_CF3_1_CFX_0,2.864962,0.24932443
N#CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],Other PFASs,others,4,2801,straight,11.0,,Nitrile,7,1,0,8,Other PFASs_others_straight_11.0_Nitrile_NA_CF2_7_CF3_1_CFX_0,3.5418773,0.2568698
O=C(CC(C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)S(=O)(=O)O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,[ 19469312 113009692  17313015 ... 272476183 236443767  21751268],Polyfluoroalkyl acids,PolyFCA derivatives,3,2802,straight,22.0,,Ester,16,0,0,16,Polyfluoroalkyl acids_PolyFCA derivatives_straight_22.0_Ester_NA_CF2_16_CF3_0_CFX_0,4.0444384,0.23262887
O=C(Nc1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1-c1ccccc1)c1ccccc1,[250618452  66796534  68291340 ... 146482941 111393351  29516144],Other PFASs,Aromatic PFASs,4,2803,cyclic,,6.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0,2.6200392,0.24616101
CC(=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 37879638  49018156  46061867 ... 171882282  43796935 124586786],PFAA precursors,n:2 fluorotelomer-based substances,2,2804,straight,10.0,,Thioether,5,1,0,6,PFAA precursors_n:2 fluorotelomer-based substances_straight_10.0_Thioether_NA_CF2_5_CF3_1_CFX_0,2.3781567,0.2432896
O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,[   853465   9635651  13956772 ... 253630925  69108455  94994328],Other PFASs,PFPEs,4,2805,straight,7.0,,Ether,4,1,2,7,Other PFASs_PFPEs_straight_7.0_Ether_NA_CF2_4_CF3_1_CFX_2,4.6727104,0.27239308
O=C(Nc1cc(Cl)cc(Cl)c1)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060 107816900 ...  25560912   2232375  52353704],Other PFASs,Aromatic PFASs,4,2806,cyclic,,6.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0,4.277648,0.27815607
CN(O)C(=O)C(F)(F)C(F)(F)C(F)(F)F,[ 94091779   8492060 107816900 ...  42577121 281920279 116655052],Other PFASs,Amide derivatives,4,2807,straight,5.0,,Amine,2,1,0,3,Other PFASs_Amide derivatives_straight_5.0_Amine_NA_CF2_2_CF3_1_CFX_0,1.754219,0.20111519
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)C1CCCCC1,[250618452  58869667  97181807 ...  58849484  22204055  51279624],"Other PFASs, cyclic","Polyfluoroalkanes, cyclic",4,2808,cyclic,,6.0,Halogen,3,1,0,4,"Other PFASs, cyclic_Polyfluoroalkanes, cyclic_cyclic_NA_Halogen_6.0_CF2_3_CF3_1_CFX_0",2.3903112,0.25844556
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,2809,straight,16.0,,None,8,2,0,10,PFAA precursors_HFCs_straight_16.0_Unknown_NA_CF2_8_CF3_2_CFX_0,3.2904665,0.25456935
CC(N)C(O)C(F)(F)C(F)(F)C(F)(F)F,[ 95360230 482800113 107816900 ... 611624164 281920279 151237944],Other PFASs,others,4,2810,straight,6.0,,Alcohol,2,1,0,3,Other PFASs_others_straight_6.0_Alcohol_NA_CF2_2_CF3_1_CFX_0,2.8904686,0.25753215
O=C(/C=C\Nc1ccccc1)C(F)(F)C(F)(F)C(F)(F)F,[ 43583025  48791578  19201563 ... 215679073 107767783  75695922],Other PFASs,Aromatic PFASs,4,2811,cyclic,,6.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0,2.692922,0.25256374
CCCCCCCCCC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCCCCOP(=O)(O)OCC(O)C(O)C(O)C(O)C=O,[ 38458913  71278405  95504826 ...  16631887  43796935 130781908],Other PFASs,others,4,2812,straight,31.0,,Aldehyde,7,1,0,8,Other PFASs_others_straight_31.0_Aldehyde_NA_CF2_7_CF3_1_CFX_0,3.9065824,0.17208433
FC(F)=C(F)OC(F)(F)C(F)(F)OC(F)=C(F)F,[156871382 101247092  20760171 ...  66952082 101296679 174175058],PFAA precursors,PolyFEAenes,2,2813,straight,6.0,,Ether,4,0,2,6,PFAA precursors_PolyFEAenes_straight_6.0_Ether_NA_CF2_4_CF3_0_CFX_2,3.676645,0.2599961
O=C(O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O,[203843801 104111782  97181807 ...  16631887 281920279 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,2814,branched,9.0,,Carboxylic Acid,3,1,0,4,Polyfluoroalkyl acids_PolyFCA derivatives_branched_9.0_Carboxylic Acid_NA_CF2_3_CF3_1_CFX_0,2.4923947,0.2558997
CCC(CC)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,[ 29193607 147233033 107816900 ...  28297836 124409255  75695922],PFAA precursors,PFAK derivatives,2,2815,branched,11.0,,ketone,2,1,0,3,PFAA precursors_PFAK derivatives_branched_11.0_Unknown_NA_CF2_2_CF3_1_CFX_0,2.9644783,0.23723844
FC(F)(F)C(F)(F)C(F)(F)C(c1ccc[nH]1)c1ccc[nH]1,[250618452  69132682 107816900 ...  71068615 153771735  90066568],Other PFASs,Aromatic PFASs,4,2816,cyclic,,5.0,Aromatic,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_5.0_CF2_2_CF3_1_CFX_0,3.0865963,0.25394335
CC(CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O,[192331950  40824953  22942270 ...  76327092  43796935 151237944],PFAA precursors,n:2 fluorotelomer-based substances,2,2817,branched,14.0,,Carboxylic Acid,7,1,0,8,PFAA precursors_n:2 fluorotelomer-based substances_branched_14.0_Carboxylic Acid_NA_CF2_7_CF3_1_CFX_0,2.5267422,0.22559996
FC(F)=C(F)OC(F)(F)OC(F)=C(F)F,[156871382 101247092 205751649 ... 268172494 159857479 240326720],PFAA precursors,PolyFEAenes,2,2818,straight,5.0,,Ether,3,0,2,5,PFAA precursors_PolyFEAenes_straight_5.0_Ether_NA_CF2_3_CF3_0_CFX_2,2.7290936,0.2557193
OOOOOOOOOOOOOOOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 61332433 104111782  97181807 ...  70579370  92711911  56624250],Other PFASs,others,4,2819,straight,47.0,,None,46,1,0,47,Other PFASs_others_straight_47.0_Unknown_NA_CF2_46_CF3_1_CFX_0,9.8655615,0.24096775
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,[250618452 104111782  97181807 ... 611624164 281920279 151237944],Other PFASs,Polyfluoroalkanes,4,2820,straight,8.0,,Halogen,6,1,0,7,Other PFASs_Polyfluoroalkanes_straight_8.0_Halogen_NA_CF2_6_CF3_1_CFX_0,2.5376904,0.25392836
O=C(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 115490462 174732839 108111600],Other PFASs,others,4,2821,straight,8.0,,Halogen,6,1,0,7,Other PFASs_others_straight_8.0_Halogen_NA_CF2_6_CF3_1_CFX_0,2.6519306,0.25430325
O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[250618452  21086568 107816900 ...  37687752 168823863 150964318],PFAAs,PFCAs,1,2822,branched,8.0,,Carboxylic Acid,2,3,2,7,PFAAs_PFCAs_branched_8.0_Carboxylic Acid_NA_CF2_2_CF3_3_CFX_2,2.8132985,0.2551234
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  17313015 ... 155853978 281920279 151237944],PFAA precursors,PASFs,2,2823,straight,9.0,,Sulfone,8,1,0,9,PFAA precursors_PASFs_straight_9.0_Sulfone_NA_CF2_8_CF3_1_CFX_0,3.7156994,0.25909504
CC(C)(C)c1ccc(-c2cc(C(=O)NCC(F)(F)C(F)(F)C(F)(F)F)no2)cc1,[116296888  33988699 107816900 ... 208025891  21842183  46920686],Other PFASs,Aromatic PFASs,4,2824,cyclic,,5.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_5.0_CF2_2_CF3_1_CFX_0,3.131837,0.2503634
FC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)c1nc2ccccc2[nH]1,[   853465   9635651  45691652 ... 215679073  23638503  71007262],Other PFASs,Aromatic PFASs,4,2825,cyclic,,5.0,Ether,3,3,2,8,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_5.0_CF2_3_CF3_3_CFX_2,7.9546947,0.3044443
FC(F)(F)C(F)(F)C(F)(F)Br,[187774998 443400461  33612732 ... 160017148 259195687 124993638],Other PFASs,Polyfluoroalkanes,4,2826,straight,3.0,,Halogen,2,1,0,3,Other PFASs_Polyfluoroalkanes_straight_3.0_Halogen_NA_CF2_2_CF3_1_CFX_0,1.9186168,0.2442718
O=S(=O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  17313015 ...  25029786  43796935 151237944],Other PFASs,others,4,2827,straight,10.0,,Sulfonic Acid,7,1,0,8,Other PFASs_others_straight_10.0_Sulfonic Acid_NA_CF2_7_CF3_1_CFX_0,2.7027206,0.24270238
C[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(Cl)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 96650024 104111782  97181807 ... 171882282  43796935 151237944],Other PFASs,Si PFASs,4,2828,straight,21.0,,Halogen,10,2,0,12,Other PFASs_Si PFASs_straight_21.0_Halogen_NA_CF2_10_CF3_2_CFX_0,3.0834594,0.26151896
CCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[216993070   5065065  97181807 ... 200578621  14046279 151237944],PFAA precursors,SFAenes,2,2829,straight,14.0,,Double bond,5,1,0,6,PFAA precursors_SFAenes_straight_14.0_Unknown_NA_CF2_5_CF3_1_CFX_0,2.5024292,0.25118527
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,[250618452 111791931  23369274 ...  16937123 124409255  29516144],Other PFASs,Aromatic PFASs,4,2830,cyclic,,6.0,Aromatic,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_2_CF3_1_CFX_0,3.51901,0.2614546
FC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,[ 43491808 621641222 232751249 ...  65874932  35887463 115468828],PFAA precursors,PFAenes,2,2831,branched,9.0,,Double bond,0,5,3,8,PFAA precursors_PFAenes_branched_9.0_Unknown_NA_CF2_0_CF3_5_CFX_3,2.4669342,0.25475922
O=C(O)/C=C\C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 14630029 104111782  97181807 ... 257211057  51467815 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,2832,straight,12.0,,Carboxylic Acid,7,1,0,8,Polyfluoroalkyl acids_PolyFCA derivatives_straight_12.0_Carboxylic Acid_NA_CF2_7_CF3_1_CFX_0,2.4512756,0.16263187
CCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 39844693   8492060  97181807 ... 194511214 166016711 151237944],Other PFASs,Amide derivatives,4,2833,straight,17.0,,Amine,7,1,0,8,Other PFASs_Amide derivatives_straight_17.0_Amine_NA_CF2_7_CF3_1_CFX_0,2.908228,0.2510612
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,[137727442  49018156  97181807 ... 542893331  26744695 151237944],Other PFASs,others,4,2834,straight,6.0,,Thiol,3,1,0,4,Other PFASs_others_straight_6.0_Thiol_NA_CF2_3_CF3_1_CFX_0,2.1822855,0.2533327
O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)F,[   853465   9635651  13956772 ... 253630925  69108455  36136210],Other PFASs,PFPEs,4,2835,straight,7.0,,Ether,4,2,1,7,Other PFASs_PFPEs_straight_7.0_Ether_NA_CF2_4_CF3_2_CFX_1,4.28012,0.2721351
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,2836,straight,18.0,,None,8,2,0,10,PFAA precursors_HFCs_straight_18.0_Unknown_NA_CF2_8_CF3_2_CFX_0,3.2525535,0.25593033
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,[250618452 104111782  97181807 ... 171882282  43796935  24985098],Other PFASs,Polyfluoroalkanes,4,2837,straight,16.0,,Halogen,13,1,0,14,Other PFASs_Polyfluoroalkanes_straight_16.0_Halogen_NA_CF2_13_CF3_1_CFX_0,3.9168339,0.25188354
C=CC(=O)OCCN(C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  33988699  17313015 ... 171882282  31798551  27743636],Polyfluoroalkyl acids,PolyFCA derivatives,3,2838,straight,18.0,,Ester,9,1,0,10,Polyfluoroalkyl acids_PolyFCA derivatives_straight_18.0_Ester_NA_CF2_9_CF3_1_CFX_0,2.830609,0.16387525
FC(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,[206805500  58869667 106000859 ...  88808901  68472071 104998888],"Other PFASs, cyclic","Perfluoroalkanes, cyclic",4,2839,cyclic,,6.0,None,6,1,1,8,"Other PFASs, cyclic_Perfluoroalkanes, cyclic_cyclic_NA_Unknown_6.0_CF2_6_CF3_1_CFX_1",3.0137599,0.2534907
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  85821563  97181807 ...  65874932 281920279 151237944],PFAA precursors,PFAenes,2,2840,straight,12.0,,Double bond,10,1,1,12,PFAA precursors_PFAenes_straight_12.0_Unknown_NA_CF2_10_CF3_1_CFX_1,3.2917392,0.25272033
CC[N+](CC)(CC)C(C)OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[187923589 107055568  17313015 ...  25029786 107222071  29302852],PFAA precursors,PASF-based substances,2,2841,straight,12.0,,Amine,3,1,0,4,PFAA precursors_PASF-based substances_straight_12.0_Amine_NA_CF2_3_CF3_1_CFX_0,1.6396902,0.14627501
CCOC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[836055541 722753583  14316170 ...  58027635  47146439 261466434],PFAA precursors,HFEs,2,2842,branched,6.0,,Ether,1,2,1,4,PFAA precursors_HFEs_branched_6.0_Ether_NA_CF2_1_CF3_2_CFX_1,2.0213928,0.24343866
O=S(=O)(O)c1ccccc1OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 61332433 104111782  17313015 ...  13850487  69311799 151237944],Other PFASs,Aromatic PFASs,4,2843,cyclic,,6.0,Ether,7,1,0,8,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_7_CF3_1_CFX_0,3.5511956,0.2582519
O=C(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)F)C(F)(F)Cl,[ 88597565  71013085  13956772 ...  65408281 101031895  94994328],Other PFASs,PFPEs,4,2844,straight,5.0,,Ether,3,0,2,5,Other PFASs_PFPEs_straight_5.0_Ether_NA_CF2_3_CF3_0_CFX_2,3.0999825,0.26034322
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 72461987 541103106 107816900 ... 611624164 101296679 151237944],PFAA precursors,HFEs,2,2845,straight,5.0,,Ether,3,1,0,4,PFAA precursors_HFEs_straight_5.0_Ether_NA_CF2_3_CF3_1_CFX_0,2.7811244,0.25889707
FC(F)(F)C(F)(F)OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)Br)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651  33612732 ... 198358795  69108455  36136210],Other PFASs,PFPEs,4,2846,straight,16.0,,Ether,7,5,4,16,Other PFASs_PFPEs_straight_16.0_Ether_NA_CF2_7_CF3_5_CFX_4,8.974309,0.30352256
CCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[216993070   5065065  97181807 ... 200578621  14046279 151237944],PFAA precursors,SFAenes,2,2847,straight,17.0,,Double bond,6,1,0,7,PFAA precursors_SFAenes_straight_17.0_Unknown_NA_CF2_6_CF3_1_CFX_0,2.6762815,0.25235304
Nc1nnc(C(F)(F)C(F)(F)C(F)(F)F)s1,[ 83860483 541103106  90849472 ... 170839385 281920279 102306856],Other PFASs,Aromatic PFASs,4,2848,cyclic,,5.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_5.0_CF2_2_CF3_1_CFX_0,5.5979934,0.29104453
OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,[ 61332433 429712812 107816900 ... 286019159 101296679 151237944],PFAA precursors,PolyFACs,2,2849,straight,7.0,,Alcohol,7,0,0,7,PFAA precursors_PolyFACs_straight_7.0_Alcohol_NA_CF2_7_CF3_0_CFX_0,2.3608043,0.24642032
CN(C)[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 71325059    789700  55292492 ... 120686754 281920279 114168902],Other PFASs,Si PFASs,4,2850,straight,10.0,,Amine,3,1,0,4,Other PFASs_Si PFASs_straight_10.0_Amine_NA_CF2_3_CF3_1_CFX_0,2.348235,0.2417503
Nc1ccc(C(F)(F)C(F)(F)C(F)(F)F)nc1,[250618452  79512453 107816900 ...  99595631  65143351 107724166],Other PFASs,Aromatic PFASs,4,2851,cyclic,,6.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0,3.9961631,0.27268
OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 171882282  33758967 151237944],PFAA precursors,PolyFACs,2,2852,straight,9.0,,Alcohol,5,1,0,6,PFAA precursors_PolyFACs_straight_9.0_Alcohol_NA_CF2_5_CF3_1_CFX_0,2.429077,0.24281055
FC(F)=C(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[185163349  85821563 107816900 ...  65874932 168823863 151237944],PFAA precursors,PFAenes,2,2853,branched,6.0,,Double bond,2,2,2,6,PFAA precursors_PFAenes_branched_6.0_Unknown_NA_CF2_2_CF3_2_CFX_2,2.3095999,0.25419357
C[Si](C)(C)O[Si](Cl)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  40701535  10000625 ...  92370598  43796935  40535668],Other PFASs,Si PFASs,4,2854,straight,11.0,,Halogen,5,1,0,6,Other PFASs_Si PFASs_straight_11.0_Halogen_NA_CF2_5_CF3_1_CFX_0,3.671367,0.2549979
FC1=C(F)C(F)(F)C1(F)F,[250618452 867982427  32884123 ...   9239738 281920279 151237944],"PFAA precursors, cyclic","PFAenes, cyclic",2,2855,cyclic,,4.0,Double bond,2,0,2,4,"PFAA precursors, cyclic_PFAenes, cyclic_cyclic_NA_Unknown_4.0_CF2_2_CF3_0_CFX_2",2.4888844,0.2533765
Fc1c(F)c(F)c(P(NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,[ 84588902  33988699  97181807 ... 140916294 281920279 151237944],Other PFASs,Aromatic PFASs,4,2856,cyclic,,6.0,Amine,6,1,10,17,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_6_CF3_1_CFX_10,2.4092367,0.19867316
CCOC(=O)c1c(C)n[nH]c1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 162490790  14316170 ...  71965406  63876583 107724166],Other PFASs,Aromatic PFASs,4,2857,cyclic,,5.0,Ester,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Ester_5.0_CF2_3_CF3_1_CFX_0,2.6218047,0.24141441
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  1426846 104111782  97181807 ... 207038152  47326567  22160906],Polyfluoroalkyl acids,PolyFCA derivatives,3,2858,branched,10.0,,Ester,4,1,0,5,Polyfluoroalkyl acids_PolyFCA derivatives_branched_10.0_Ester_NA_CF2_4_CF3_1_CFX_0,2.481357,0.22292498
C=C(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  1426846 104111782  97181807 ... 291378977 101296679  22160906],Polyfluoroalkyl acids,PolyFCA derivatives,3,2859,branched,9.0,,Ester,4,1,0,5,Polyfluoroalkyl acids_PolyFCA derivatives_branched_9.0_Ester_NA_CF2_4_CF3_1_CFX_0,2.6978366,0.22954313
CCOP(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[113724239  71278405  14316170 ... 110619476  43796935  99487042],Other PFASs,others,4,2860,straight,10.0,,Phosphate,5,1,0,6,Other PFASs_others_straight_10.0_Unknown_NA_CF2_5_CF3_1_CFX_0,1.9587045,0.1778695
